series_key,time_period,time_period_start,time_period_end,obs_value,updated_at,dataset_id,title_en,title_long_en,freq,ref_area,currency,provider_fm,instrument_fm,provider_fm_id,data_type_fm,unit,decimals,unit_mult,collection,time_format,source_agency,obs_status,obs_conf
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2016-06,2016-06-01,2016-06-30,0.0147,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2016-01,2016-01-01,2016-01-31,0.4865,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2015-09,2015-09-01,2015-09-30,0.6789,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2016-05,2016-05-01,2016-05-31,0.1613,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2016-04,2016-04-01,2016-04-30,0.1782,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2016-03,2016-03-01,2016-03-31,0.2202,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2015-12,2015-12-01,2015-12-31,0.5881,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2015-11,2015-11-01,2015-11-30,0.5512,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2015-10,2015-10-01,2015-10-31,0.549,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2015-08,2015-08-01,2015-08-31,0.6657,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2015-07,2015-07-01,2015-07-31,0.755,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2015-06,2015-06-01,2015-06-30,0.8338,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2015-05,2015-05-01,2015-05-31,0.5942,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2015-04,2015-04-01,2015-04-30,0.1612,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,1988-10,1988-10-01,1988-10-31,6.4123,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,1988-09,1988-09-01,1988-09-30,6.6271,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,1988-08,1988-08-01,1988-08-31,6.7777,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,1980-03,1980-03-01,1980-03-31,9.4619,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2016-07,2016-07-01,2016-07-31,-0.0905,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2016-02,2016-02-01,2016-02-29,0.229,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2024-04,2024-04-01,2024-04-30,2.4723,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2022-08,2022-08-01,2022-08-31,1.1013,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2022-02,2022-02-01,2022-02-28,0.2122,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2020-07,2020-07-01,2020-07-31,-0.4625,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2020-03,2020-03-01,2020-03-31,-0.5173,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2018-05,2018-05-01,2018-05-31,0.5119,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2018-04,2018-04-01,2018-04-30,0.5474,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2018-03,2018-03-01,2018-03-31,0.5876,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2018-02,2018-02-01,2018-02-28,0.7206,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2018-01,2018-01-01,2018-01-31,0.5453,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2017-12,2017-12-01,2017-12-31,0.3456,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2017-11,2017-11-01,2017-11-30,0.3665,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2017-10,2017-10-01,2017-10-31,0.4279,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2017-09,2017-09-01,2017-09-30,0.4054,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
FM.M.DE.EUR.FR2.BB.DE10YT_RR.YLD,2017-08,2017-08-01,2017-08-31,0.415,2024-12-02T09:40:32+00:00,FM,Germany - 10 year Government Bond,Germany - 10 year Government Bond,M,DE,EUR,FR2,BB,DE10YT_RR,YLD,PC,4,0,A,P1M,FR2,A,F
