YEAR_MONTH,IEIF_index,log_returns
2015-07-01,2601.13,0.043875912994622235
2015-08-01,2492.22,-0.04187026407753569
2015-09-01,2481.94,-0.004124836491160355
2015-10-01,2680.96,0.0801872728591344
2015-11-01,2639.15,-0.015595159942707104
2015-12-01,2549.64,-0.03391622302635322
2016-01-01,2533.1,-0.006487190348441363
2016-02-01,2519.46,-0.005384706486123658
2016-03-01,2710.91,0.07598850547339508
2016-04-01,2698.75,-0.004485578643333765
2016-05-01,2690.69,-0.0029865678554886754
2016-06-01,2656.66,-0.012647313514377423
2016-07-01,2784.59,0.0481544495720192
2016-08-01,2815.1,0.010956729716044222
2016-09-01,2794.71,-0.007243081950907615
2016-10-01,2651.83,-0.05112516146576929
2016-11-01,2555.46,-0.03634094191558279
2016-12-01,2686.13,0.05113365108434498
2017-01-01,2588.36,-0.036398089444665715
2017-02-01,2601.5,0.0050765735832727366
2017-03-01,2689.8,0.03394195656352106
2017-04-01,2729.23,0.01465908245966241
2017-05-01,2811.75,0.03023563422650355
2017-06-01,2825.71,0.0049648795234285
2017-07-01,2785.68,-0.014166351111756015
2017-08-01,2819.97,0.012309382269320324
2017-09-01,2843.35,0.00829086834257109
2017-10-01,2852.35,0.003165280391087988
2017-11-01,2897.93,0.015979806124774232
2017-12-01,3001.42,0.035711697660054
2018-01-01,3028.06,0.008875798788573475
2018-02-01,2853.86,-0.05752858265688254
2018-03-01,2838.42,-0.005410216338573082
2018-04-01,2925.33,0.03061914727207382
2018-05-01,2861.25,-0.02190522094943137
2018-06-01,2824.44,-0.012865006553079983
2018-07-01,2833.96,0.0033705796547280897
2018-08-01,2825.16,-0.0031051955567474865
2018-09-01,2756.17,-0.02441985586657036
2018-10-01,2605.0,-0.05484785045915164
2018-11-01,2519.19,-0.03294049904030705
2018-12-01,2355.85,-0.0648383011999889
2019-01-01,2575.29,0.09314684721013644
2019-02-01,2644.97,0.027057146962089718
2019-03-01,2689.8,0.016949152542373058
2019-04-01,2719.43,0.011015688898802667
2019-05-01,2604.68,-0.04219634261591587
2019-06-01,2644.34,0.015226438564430289
2019-07-01,2588.02,-0.021298320185755282
2019-08-01,2641.29,0.020583303065664138
2019-09-01,2755.13,0.043100151819754906
2019-10-01,2898.33,0.05197576883849386
2019-11-01,2929.16,0.01063716001973547
2019-12-01,3020.33,0.03112496415354582
2020-01-01,2980.06,-0.013332980171040898
2020-02-01,2727.96,-0.08459561216888245
2020-03-01,1930.67,-0.29226601563072774
2020-04-01,1953.56,0.011855987817700475
2020-05-01,1928.54,-0.012807387538647408
2020-06-01,1982.38,0.02791749198875837
2020-07-01,1828.05,-0.07785086613061076
2020-08-01,1799.9,-0.015398922348951016
2020-09-01,1652.85,-0.08169898327684877
2020-10-01,1550.75,-0.06177209063133371
2020-11-01,2103.7,0.3565694019023051
2020-12-01,2188.45,0.0402861624756381
2021-01-01,2164.92,-0.010751902031117755
